UserName,Title,Review,Date
HotDoggyBoomBooM, I cringed when i heard them sing hotel california.,This is a low budget Avatar movies with RINGS . I wish they did it much more better . The action martial artistry sequence at first was much better and slowly deteiorates to a slow mo fight of air bending .. if the script is weak dont try to hype it up.,17 November 2021
qdliusiwen, Leung's acting overshadowed everything,"Leung's acting was superb. So good that others were pale in comparison. Simu Liu's acting lacked range, Aquafina was just being herself (though she was good during the final battle), the sister was not bad, and others were dismal at best (but the jester guy was also good).Great action sequences, Leung's storyline was good but simplified, Shang-Chi lacked real struggles (he didnt seem bothered by the abandonment of his sister, his ability to fight improved in one day, he sat on the dragon for a good 15min without doing anything, ... the list goes on), the soundtrack was not that great, the portrayal of simple colorful villagers were ... hm...Solid action, Leung was the highlight, meh about other stuff.",20 September 2021
lorna-adair-133-801166, Phase 4 starts with a bang,"What a breath of fresh air this film is, it's doesn't feel like your traditional Marvel film till the end scene, mid and end credit scene.Visually beautiful the creatures and scenery. The action was fast paced and blows you away.Can't fault this film, you walk out the cinema and could easily walk back in and watch it again.",3 September 2021
pppandya-98704, Nonsense,"Nonsense dumb time wasted.Lots of dumb jokes
Nothing new
Weak story
Making fun of male characters is not nice and we don't want to see that.",17 September 2021
DarkVulcan29, Finally a new kind of marvel story,"Glad to see a marvel story that is not a continuation or a reboot. Shang Chi is a lesser known Marvel Character. It does reference that it is in the Marvel universe, but unlike Spider Man: Far from Home Shang Chi stands on it's own has a story.The actors all perform well, everybody plays off each other perfectly. The scenery is so visual, it becomes it's own character. Fight scenes are so intense and inventive. If you think it's another superhero origin story, well it is but at the same time it's not. I hope we see more new marvel films in the future.",27 September 2021
tadaia, Blew me away!!,"I'd only just seen Spider Man: No Way Home when I decided to stay in the Marvel Universe and watch this. WOW! This blows Spider-Man and the convoluted and confusing multiverse out of the water. This was fresh, fantastic and unexpected with a bit more depth than the usual Marvel flick (most all of which I love). The acting and action/fight scenes were excellent. A great mix of family drama and some fine humor to lighten certain periods of the film. I didn't want it to end. Highly recommend! I gave it a 10 because it was a stunning watch for us even at home and because IMO it's one of the top tier MCU films.",13 March 2022
lallo-2, Childish effects for a boring story,"The special effects in a fantasy movie are all. It seems to see Shaolin Soccer where at least the drama, director, and actors well knew to build a hilarious comedy.The effects here are tragi-comic and at a very childish level.I fell asleep 2-3 times despite a huge surround system with 7.1 audio channels at max power.",2 January 2022
writejyotisko, A fresh new perspective for Marvel,This movie reminds me of the old kung fu movies of Jackie Chan and Bruce Lee. The fight sequences are extremely well shot and choreographed and Wenwu might be one of the best villains of the MCU. Simu liu is a very charismatic actor and I'm hoping he gets his own sequel. Definitely recommend everyone to give this movie a watch.,3 September 2021
afrocut, Surprisingly good time,"I'm super happy to say that Marvels newest movie outing, ""Shang-Chi and the Legend of the Ten Rings"", is a hilarious, action packed, CGI thrill ride and it's a fantastic one at that. After seeing ""Black Widow"" I was worried that Marvel/Disney had started shifting their focus to their very ambitious TV mini series projects and left the quality of their movies behind. I'm now confident that isn't the case. Here, sets, visuals, costumes, choreography, score, acting and directing are all top notch. Each shot feels fresh and visually stunning. Each joke and emotion land. And the action is amazing. The first big set piece involving Shang-Chi (Simu Liu) and his best friend (awkwafina), is a bus ride to work gone horribly wrong, it hooks you instantly and has you either in awe with its incredible fight choreography or laughing at the perfectly timed jokes. It really doesn't let up in either category going forward. I can't believe how much I loved the pairing of these characters, their choice to not make it romantic and I love how different and real they feel from other characters in the MCU. Often Marvels problem has been their reliance on the same personality traits for their heroes, funny jerks with over confidence or bumbling idiots thrust into power. Here the main character is naturally a good person, hes comfortable with being himself and with his best friend, when power comes to him he accepts, he never truly stops being him, he doesn't have to learn a lesson, he just rolls with the punches. Almost all of this goes to actor Simu Liu who brings an extra dose of likability to the role, along with the chemistry he shares with Awkwafina which makes their friendship believable. There's even great references, cameos and credit scenes for the fans looking for that. Of course there are problems, the biggest is the big CGI slug fest ending that plagues these types of films, when all it truly needed to do was be smaller. It's a mess of CGI at times and feels a little too big and too rushed. Characters just instantly know and understand things and accept everything with ease. It is easy to over look all this, with how much fun you'll have.",3 September 2021
jaschakuehlkamp," Strong start, heavily subsided","The first 2/3 of the film are pretty strong. The story is well laid out and the battle scenes look good. The last third of the film is just typical Marvel again, a boring CGI fight in which the brilliantly staged martial arts fights are simply forgotten beforehand.In addition, I miss the character development of the main character Shang - Chi and the girlfriend of Shang Chi is just a gag relief where most of the jokes do not ignite. I also found the film too predictable.To stand out is the villain, one of the MCU's strongest villains in my opinion.",14 November 2021
ebert747, 5/10,"Waited to watch this for no extra cost on Disney+. Kind of a chore to sit through, way too much CGI to engage you (might as well watch Raya if I'm in the mood for that). Akawafina and Kingley let me awake.",13 November 2021
bheadher, Shades of Bruce Lee...,"Martial Arts movies pretty much dominated the 70's 80's and 90's, that was it's hey day...then it fell out of favor with the viewing crowd, except for quick focused scenes in some later movies. Now Marvel is apparently trying to bring it back to its former glory in Shang Chi...Unfortunately they forgot to bring back the excitement though, as this outing has little more than drawn out Martial Arts scenes performed one right after the other, leaving any real background story in the dust...the acting is mediocre at best, and what story there is sort of breezes past you if you aren't paying attention, which I wasn't by about 30 minutes into this...I see it does have a 7.6 aggregate score at the moment, so the new generation of adventure addicts apparently like it anyway...I wonder how long it will stay there. Will it go up or down, we shall see...P. S. Ben Kingsley couldn't even save this one, but I did get a few laughs from his performance as usual...",21 November 2021
mohdsyalaziaris, Does NOT give a thrill,Flat storyline. Over the top picturing of the creatures. Doesn't feel anything or looks anything attached to Marvel movies at all apart from the loveable Wong. Feels like watching movies made by China production companies that made that Matt Damon The Great Wall movie. Disappointed!,8 November 2021
Xstal, A Cinematic Masterpiece...,"If you only ever watched one movie at the cinema in your entire span of days, make it this phenomenal sight, sound and super spectacular sensory sensation. Smashes everything out of the park! And some.",3 October 2021
mobinab, Its boring,"It's seems after Avengers, Marvel has nothing more to show us. Everything about this movie is boring and horrible. It tries to be another Doctor Strange But it failes. Bad comedy, bad acting, bad story....",11 November 2021
alexscott-35299, An amazing dive back into the marvel universe!,"I was super excited for this film and at the start of the year it was probably my most anticipated film of the year. It definitely did not disappoint me! This film is massive fun, massive action and has massive heart. The action scenes are so cool and the choreography is amazing in the fight scenes and the martial arts look so good. I love the jokes between the two main characters and the banter they have together is great fun. This is a good way to do an origin film this far into the MCU, it sort of flicks between flash backs and the present day and it keeps the pacing of the film fresh and quick. Shang-chi as a character isn't super well known but just like the guardians of the galaxy I think he will become a household name. The shots in this film are gorgeous at times and have some beautiful bright colours and amazing Chinese settings. Some of the effects fail a little bit but it's not enough to harm the film at all. I loved this film and I'm so happy to be back into the marvel universe once again!",3 September 2021
farhanazhari05, Marvel Asian Superhero!!!,"I Love Shang-Chi!, This is Amazing Marvel Superhero Asian Movie, The Ten Ring Reference Showing in Iron Man 1,2 and 3, Marvel One Shot & Ant-Man, Mandiri Character was Amazing has Previously on Iron Man 3, And Visual Fighting So Awesome!! (Also Including Abomination & Wong)Rating: 9/10.",3 September 2021
kaypalms, Visual Chinese Martial Arts Masterpiece,"I'm a sucker for a good quality martial arts fight scene, and this has many of them. Every one is perfect. The movie has humor, heart, and really amazing fight scenes. I love the visual effects, the tradition and culture of the rich Chinese people, it overall just worked and I'm so excited to go see it for a second time.",4 September 2021
Gpanther67, A Middle-of-the-road film that should have been better,"Marvel's newest solo film that introduces an iconic hero from thier vast collection of heroes is certainly for the newer fans that didn't grow up with ""The Master of Kung-Fu"". Even Stan Lee (who was in charge of the company but didn't create Shang-Chi) has admitted he was a comic rip-off of Bruce Lee in looks and style. Adding a mystical and possible alien influence was in my view a mistake and not true to the character's story. Nor the reimaging of The Mandarin, which I found to be disappointing. Aside from the tired storylines which have become common in these Marvel films, the ending was a little over the top. Aside from these criticisms, I'll give kudos to a good cast and wonderful cinematography. If I ever get a faithful adaption of a Marvel comic I grew up with, I might be shocked. I am coming to the conclusion that these films are only for those under 30, since I don't recognize the heroes or villains. Not the worse film in the Marvel universe but not the best.",9 September 2021
maximfilipenko, Probably one of the worst MCU movies,"The film contains a lot of confusing plot points that really make the whole story look underwhelming and uninteresting.Why is Shang Chi's father so blind (or stupid) that he cannot see he is being deceived by some otherworldly being? Even after he sees that he released some kind flying demons out? And after Shang Chi tried to politely explain him this a few times?Oh, and the father was just wasted within seconds and the mega-powerful ten rings didn't help him much.And this otherworldly being... The CGI monster. What exactly is it? It turns out to be the main villain of the film, but it's hard care about it at all.I loved the jokes in the movie, and the first hour was fine, but the rest is just disappointing.",2 September 2021
helenderbyshire, Fabulous,Absolutely loved this film. Fabulous from start to finish. Can't wait for the next one. The acting and the story was ace. The special affects was amazing. Love love love it.,12 November 2021
sflanagan-47676, Overall Pretty Good,"It was great to see one of the many MCU martial artist in live action and actually living up to their comic character (Iron Fist Netflix series blows btw). The fight scenes were fantastic along with the other action sequences. Most of the characters were easy to sympathize with and the cameos were great.The only thing I personally felt that didn't go over very well was Aquifina's performance and comedic lines. It felt a little flat and I thought Ben Kingsley was way more funny than her. If it wasn't for the fact she shot the evil soul sucker in the throat saving Shang Chi and his sister, you could have left her out or played her character without all of the comedic misses and it would have been fine.As mentioned however my son and liked the movie and it provided a nice lead in to the next big bad guy of the MCU (maybe Mephisto?). Definitely worth a watch in opinion.",5 September 2021
bedantabhattacharjee, Another marvel movie no one's gonna remember,Good in certain moments. And those moments were very few.,3 September 2021
ksdouglas-23618, Easily one of Marvel's best.,"Besides the opening, which was magnificently well done, the first 10 mins are pretty rough with the cheesy, Disney-level humor but once the action scenes come along, man this movie never stops getting better! This movie didn't feel like a typical Marvel film, and that's why I liked it so much. The character work is very well done, you enjoy the energy everyone brings to the scene and the movie stands firmly on it's own. The last Marvel film I saw was Blackwidow and that was a stinker for me.Shang-Chi was a more than capable step up. I can't speak too much about the film without spoilers for those that didn't see it, but it's a great film go ahead and check it out!",13 November 2021
josephbarros-16407, 1 hr of great martial arts then 1hr of rubbish,"Shang Chi what can I say other than the first hour was enjoyable with the whole backstory of the two siblings and the origins of the ten rings and its rival clan, the martial arts was also great.....but then it did what I was afraid it would do in the 2nd half of the movie and that was become a poor version and knock off of crouching tiger hidden, with silly wire work and theatrics that makes it out of place that it was like two different movies got cut and stitched together.",5 September 2021
Fireoil, A classic shaped movie yet with marvel touch,"Oh is it beautiful.The coregraphy, the fights, the landscape, the colors...The story and the script is previsible, it's good sometimes to have something classic and there it works.I always though marvel universe movies have less fight , all reunited, with a classic Hong Kong movies such John Woo ones.Here my toughs are listened and this is easely the most fight based of all MCU movies ever.I had a great time. Great subjects, editing, actors.I have preferred this one globally than Black Widow because i see and live what i was expecting and even more.",3 September 2021
eljimster," Too safe, far too safe.","The better MCU films feel like they could be a part of our world, with a splash of the fantastic. This film went full fantasy and was way too light hearted and sanitized.I honestly felt little to nothing for these characters, which is a bit sad for how much Feige was hyping it.",10 November 2021
agnieszkaszypula, Brilliant!!!!,"Absolutely loved it. Must watch. Non stop action and all you can imagine in a good movie....
I am not saying any more, just watch the film and you will not be disappointed.I think I will go to the cinema at least one more time to watch it again, that how great it was.I am simply buzzing!!!",3 September 2021
carl_cornelio, Quality Marvel movie.,"Props to Dianey/Marvel on making a differwnt movie! It seems like it's embedded a lot of fighting styles (eg. Kung Fu) into one movie. This is different from a traditional Marvel movie, thus, makes it amazing!",26 December 2021
timlittman3506, Death of Marvel,"Well, that's me done with Marvel films. This was truly awful. Terrible CGI, terrible script, terrible story. Ben Kingsley was the worst. I genuinely hoped they would all die at the end. And I thought Black Widow was bad.",12 November 2021
thedongwu, The Marvel formula done right,"An incredible MCU film. It offers nothing too cerebral, but that is not the main focus of the film. The comedy, the action, the themes, the choreography and the vibrant visuals make this film a standout among similar standalone Marvel films, while the layered and truly epic soundtrack is the finishing touch. While some of the effects and the pacing perhaps could have been a little more polished, and the final battle had some weaknesses, this is a colourful, emotional and fun rollercoaster of a film. Tony Leung is by far the standout member of the cast, delivering a captivating and even sympathetic villain. Simu Liu holds his own, but needs more time to really shine as a new Marvel superhero-while Meng'er Zhang, Awkwafina and Fala Chen are integral to this film's effectiveness. Overall, this fun and touching movie is an exemplar of the 'Marvel formula' and its strengths.",4 September 2021
tah-24611, A KNOCK OUT WIN FOR MARVEL!!!!!!,This is not a superhero movie. This is a very entertaining and well acted Chinese film. A MUST SEE ABSOLUTELY WORTH YOUR TIME AND MONEY...My Grade: A.,9 September 2021
mihaimazilu-61749, Painfuly bad,"If this movie's reviews are legit, then there is no hope left for humanity.Poor script, no substance, overlydramatic for no reason, a ridiculous mix of US comedy and Chinese action.Could only take 48 min of it and i gave up.",12 November 2021
dreamingwolf-01253, Amazing,Amazing. My favorite marvel movie so far. Great choreography and acting. Perfect cast and non stop fun.,4 September 2021
molobelalesedi, Shang chi and the legend of the ten rings,This is a great movie with great fight scenes. However i didnt like the part with the mythical/mystical creature fights. The movie is kinda predictable in the manner that all marvel first films feature a villain with simmilar powers to the hero. Shang Chi has a sister and a friend and are going to meet his sister.It is a story of family conflict and drama.,10 November 2021
jkregers-26718, Good character building but....',I liked the characters but this is a superhero film. The action wasn't great and they never explained the powers of the rings. It's hard to know how much to appreciate a fight when the power of the rings are unknown/limitless. The last battle is a let down as well and could have featured the main character more.,10 December 2021
optimistplay, The worst Marvel movie,"An extremely boring film with absolutely predictable plot that is not worth paying attention to.Medium acting, but Katy... Total cringe in 90% of the movie.Fighting scenes is good.",13 September 2021
namob-43673, Finally something good again from Marvel,"Marvel has not done much good lately. 2 horrible TV shows, and 1 bad TV show. Not a single good movie since Captain Marvel, and nothing seemingly good coming over the horizon.To be honest I have started to give up. Marvel have produced magnificent movies and great entertainment for many years, but lately it is like that magic has come off and they seem much more run of the mill basic with that, by now, boring Marvel feel. Marvel has tried to introduce more political correctness, more feminism, and more nonsense diversity, and it has all failed.This movie however is not a failure.Why?This movie is simple, it is to the point, it follows tropes, cliches, and it is a classic heroes journey - which is exactly why it works!Marvel took a classical story we all heard, read and seen before but they switched a few things around, kept some of that Marvel feel, and made it play out mainly in China and almost only with Chinese actors. And it works!Imagine that? Sure you can find some political nonsense if you look hard enough, but who cares when you have great fight scenes, lovely sceneries, a great (but basic) story and brilliant well written characters.We even get a villain that you understand, sympathise with and even feel a sting of ""ah, too bad"" about him.This is how you make an action movie! Great stuff Marvel!The points I deduct is due to the movie not being that amazing. They pull the heroes journey of sure, but we have also seen it done better. Sound is great, but not amazing, directing is great, but not amazing, etc. Etc. Everything about this movie is high class, greatly done, and well performed, but it is not on top, it is not amazing nor perfect.I also have a few objections about the background story and the ending, but I am keeping this spoiler free so...8/10. This is a great movie and highly entertaining, and definitely worth the ticket price. Go see and get your faith in Marvel restored.",3 September 2021
drawlife, Tony Leung is MVP.,"I can tell you the reason to see this film is solely based on the performance of the incredible Hong Kong actor Tony Leung as Shang-Chi's father Wenwu aka the real MANDARIN. He literally carried this film on his back. For those who aren't film buffs, Tony Leung is basically Leonardo DiCaprio, Tom Hanks, Denzel Washington and Brad Pitt combined in Hong Kong. Even though Hollywood has knocked on his door a few times, finally, better late than never, he gets his due in Hollywood.Simu Liu throughout most of the film, I thought was alright, nothing too special, nothing too terrible. However, he has two incredible moments in the film where then I was completely sold on his character. A great display of acting, one of which involves a scene with Tony Leung where he calls out his failure as a parent. What I also admired is that Shang-Chi also has blood on his hands. He reveals this to Awkwafina's Katy and Simu doesn't overdo his performance in that scene. You felt his anger, his guilt and his remorse. This reveal reminded me he almost killed the Death Dealer, seeing and knowing this makes his character a bit more rich and complex. I appreciated that he wasn't a saint.The relationship between Shang-Chi and his father Wenwu on the surface does involve superhero theatrics, however underneath it, it does have a very relatable dynamic. As an Asian myself, I think it will hit home to most Asians and their relationship with their parents.But despite all that, I did not love the film like I wanted to. It still falls under the same old formulaic humor I despise, mainly coming from Awkwafina. I will however concede that I did expect the humor to be a lot worse and thankfully it isn't too unbearable. But if it were up to me, ""less is more."" I had some inkling that Sir Ben Kingsley would show up and he does add the redundant humor into the mix.Although it works on some level, the story mainly lumbers along, obsessed with backstory. On the one hand I did feel the drag, but in the other I felt the flashbacks did help flesh out Wenwu, Shang-Chi and his sister Xialing whom Meng'er Zhang does a good job portraying. Fala Chen also had a great supporting role as Shang-Chi's mother.While the creatures showcased in final act are pretty cool like the Great Protector, I particularly disliked Morris the faceless chicken-pig that accompanied Ben Kingsley's Trevor Slattery and found the addition very unnecessary. Speaking of unnecessary Florian Munteanu's Razor Fist was not needed. I felt all his screen time could have been devoted to the Death Dealer who I was more interested in.I also did feel like they took some tropes and traditions of Asian cinema and did not present anything unique on their own take and in doing so I got this feeling that at least half of the film did not know what it wanted to be other than an Asian American hero in the MCU.To sum it up, a stellar first half, where then Marvel eventually goes back into their comfort zone by the third act. Despite Tony Leung's magic as a performer and Simu Liu's best efforts it is ultimately another okay entry to the MCU as opposed to the top tier level films that took big swings like INFINITY WAR, the first IRON MAN, the CAPTAIN AMERICA trilogy or the first GUARDIANS. Again, being an Asian myself I wanted to love this film, but I didn't, I just thought it was okay.Two post credits scenes so stay put.7/10.",3 September 2021
Entertainmentsparadise, Majestic Adrenaline filled Experience,"Shang Chi and the Legend of the 10 Rings delivers a majestic adrenaline filled experience, incorporating the perfect formula to a Marvel film ( Great plot, action, comical relief, and flirting with a love interest). All of which are displayed effectively. There was never a dull moment. This is one of the better origin stories within the Marvel universe while giving us a different cultural approach. Be prepared to see a couple of cameos from some hard hitting Marvel characters.VerdictL Marvel fans this one is for you! If you love action that is displayed beautifully then this is the movie for you! Go to the theaters to watch this one!",4 September 2021
deothor, Beware of hundreds of fake reviews praising this movie to heavens and beyond. Here's my take on Shang Chi.,"This movie is both fine, yet very flawed. The first issue is pacing. It's quite exhausting. Action-break-flashback-action-flashback-action-break-break-break-flashback-action. It's as if you tried to first sprint, then suddenly halt and tip-toe-walk and then run a marathon only to sprint again.Second issue are flashbacks. This movie is riddled with them. And I don't mind them.. Unless they keep on returning to exactly the same scene over and over and over again with that difference that you get to listen to new part of the talk. I don't remember any other movie that was so riddled with flashbacks.Third issue are fights. Now this has to be broken in 2 groups; ""magical fights"" and ""down to earth fights"". The first was done terribly. Camera shake, way too close, badly lighted and confusing as heck. There was some vision, some idea, yes, but it turned into ""cgi slosh"". This could have been done oh-so-much better.. But we got pointless confusing close-ups then camera shaky-shaky moments instead. The second group reminds me of jackie chan movies, you know.. kung-fu stuff, which was great... To some extend.Fourth issue is main character. He's the extend from point earlier. He's like blank-slate punching bag in this show. He has no real emotions and just goes with the flow. He >never< speaks his mind and rather just silently mumbles his agreement for whatever plan others come up with. It was annoying. Really grating. Ok, I don't mind if MC is not an iron man of a character. But I had seen corpses put more action while being decomposing than Shang chi. Also he gets beaten pretty much all the time. There are only 3'ish exceptions where he shows real emotions. And again.. shoddy pacing cripples them slightly.The Second character, his friend - Katey (i think).. she was fine. She was active and I couldn't shake this feeling that she's the brains of the team with witty humor, while he's broody muscle man with past.There were few amazing scenes, which i loved alot, really. But beyond that it was just mediocre. Thank god it was ""just"" mediocre, considering what things marvel relases lately. Mediocre is fine. Really. Tiresome, extended to the point of exhausting... But fine! A (not so) solid 7!Oh also, there are quite a few plot holes and whatnot ranging from minor (assassins using stun weapons ONLY - lol) to extreme (spoilery stuff).. but at this point.. i just can't even bother. Just roll my eyes and force my brain to stop thinking about it. To become a script writer in 202x all you need to know is how to sniff glue with class and how to agree to everything corporate monkeys in expensive suits tell you.Should you watch it? If Marvel fan.. you already seen it. If you aren't marvel fan, but still enjoy sci-fi/fantasy... Eh... Not like there's anything better to do I guess.",12 September 2021
pasuto, Just marvel adding an asian based film😤,"As a marvel fanatic this movie has a lot of explaining to do , the rings how did mandarin got the legendary rings and how did the villagers os Tao lo captured those demons and many more...
But it would be lot more better if the set up was in any country but nyc , there are places more than nyc which marvel should understand as they have so many characters.",6 December 2021
tsroque," Marvel Should Have Stood Behind this ""Experiment!""",The ACTORS of this action film did NOT disappoint! I knew if it had Tony Chiu-Wai Leung and Michelle Yeoh it was going to be good! Simu Liu and Awkwafina were fantastic! They kept it traditional but also added a little modern flare to this kung-fu movie. Must see this movie IN THE THEATRE AND NOT SITTING ON YOUR COUCH!,5 September 2021
danhaines-37800, What the point ?,This is the first marvel movie that I didn't bother go to the cinema for and I'm glad I didn't waste my money.This is just a greatest hits of all the tropes that the MCU has falling into over the last few years.to long. I fell asleep twice and had to rewind.big CGi battle with no real impact.unfunny sidekickmoving to far away from the source material to try a please a wider audiencelack lustre villain.It's easily the worst marvel movie and they're clearly running out of ideas and characters maybe it's time to just rest the wider MCU then reboot in a few years.,29 January 2022
Persiska, Fantastic CGI & Good fight scene.,"Fantastic CGI & Good fight scenes but that where it ends.Acting is weak and sometimes annoying, Story not catchy and some characters don't have anything to add.Suffering like many other movies: Weak story.",11 November 2021
ulex_stovetop, Great Visually - Maybe I Missed Something,"This film is... good,... but a little disappointing.Let's start with the positives. This movie looks incredible. The Chinese elements and Asian-American influences give this film a wonderfully unique style. The fight choreography is some of the cleanest ever seen in the universe. It all looks incredible and clear, with clear lessons learned from the works of Bruce Lee. Simu Liu does an amazing job and I ADORE Shang-Chi and a character. I cannot wait to see more of him in the future.Unfortunately, the writing really lets this movie down in a lot of ways. None of the characters in the film feel like they learn or grow throughout the story, including Shang-Chi. Shang starts out as a trained fighter who loves his dad but condemns his actions and he finishes the film in the exact same spot. I similar thing can be said for his father who also feels very stagnant. Shang's sister is unbelievably one-dimensional filling in as the badass woman type with no further depth beyond her painful American accent. The comic relief characters very much overstay their welcome and become grating as things go on. This is very apparent for the return of Trevor who should have remained nothing more than a 10-second cameo.The story itself is very messy and cliche. At the beginning of the film, we are presented with an amulet that is treated as being very important but disappears at the end of the first act. Shang's journey isn't really motivated with himself, but through an urge to stop whatever his father is doing. It all feels very hallow.I appreciate what this movie will do for Asian representation, but am underwhelmed by it simply as a film on its own, not unlike that of Black Panther.",6 September 2021
Bek204," ""Is this what you wanted?""","Shang Chi and the legend of the ten rings introduces a new Marvel Character/Avenger, and that's Shang-Chi. The way that the film introduced that character was great. Loved how the film jumps back and forth a few times to tell us about Shang-Chi's past when he was young and how or why he ended up where he is in the present day.The film had so many fight scenes that were amazing and the cinematography that was used to shoot these fight scenes made them 10x better and that's perhaps because the cinematographer of this film is Bill Pope who shot The Matrix (1999) and Sam Raimi's Spider-Man 2 (2004). You could tell for sure that there are a lot of similarities between the fight scenes in Shang-Chi and The Matrix especially that both of them had this ""kung fu"" style of fighting. Loved how sometimes during the fight scenes the ""Dutch tilt"" method was used and it was wide showing the stunning set design around.The film is also visually stunning which I'm happy to call one of Marvel's most visually stunning films. It's a treat for the eyes.The comedy in the film was so good and used very carefully in perfect times which is something that scares me whenever I watch a ""Marvel"" film. Because these films are supposed to be ""serious superhero"" films. But, when comedy is used in perfect times, the result will be perfect.Akwafina's acting was very great. Loved her character and am excited to see what her character will have in future MCU Films. Simu Liu was of course the perfect actor for this role but one thing that in my opinion he ""failed at"" are the ""emotional scenes"". This film has so many emotional scenes that discuss ""family"" and the relationship between a father and his son. I felt like Simu Liu couldn't be able to deliver that emotional feeling to the audience because his acting was bad in these emotional scenes. This brings me to Tony Chiu-Wai Leung who plays ""the father"". Leung carried the whole film in my opinion. Whenever there was an emotional scene between the father and his son, Leung was way better at expressing and showing his feelings than Simu Liu.Loved all the visual effects, they were all well made especially that the film has so many. The customs as well are great and loved how sometimes the colors represent Shang-Chi's culture like the ""football varsity jacket"" that was red and grey that Shang-Chi was wearing at the beginning of the film.I got to point out that the last 30 minutes or so of the film are one of the greatest and most enjoyable in the whole MCU.My rating is 8/10.",12 September 2021
mehmoodqadir, FAKE REVIEWS ALL AROUND,"Wow.. Disney has seriously rigged the game here. Noticed most of Disney movies now are full of fake reviews which are written by people of slightly better intellect and a little more fancy than good old one liner fake reviews.. however you can still spot them by their rather generically customized statements.This was a pretty average movie and could be a 4 but just to counter so many fake reviews I tried to give it 1. It initially gave me error if I selected anything lower than 7.. wow. But after pressing it constantly, it allowed to go lower..The movie itself is pretty average. Extremely cliche character development and ordinary action.",18 November 2021
yahoomeat, Not a martial artist,Watching this move was like watching a clown act in a circus.,7 September 2021
the_headspace, The best Marvel movie yet?,"I delayed watching this for a long time, thinking it would be some cheesy, Hollywood ""chop-suey"" fiasco ... but ... wow, was I mistaken!I should have known better, seeing that Tony Leung and Michelle Yeoh have starring roles.I'm finding it hard to remember a Marvel movie better than this. Maybe that's a pointless exercise, since they're all very different (mostly).Whatever, this is well worth watching. The CGI is some of the best I've seen, and it actually blends pretty well with the live action (not always the case with other movies). The fight scenes are beautifully choreographed, in the Hong Kong style (with a nod to Jackie Chan in the first half). The creature battle at the end is a masterpiece of visual effects.The character development is fairly standard (father/son), but done do well it doesn't really matter. Simu Liu and Awkwafina are perfectly cast, and bring a well balanced comedic touch overall.Really very impressed. My faith in Marvel has been (partially) restored.",14 January 2022
matthewabaker, Skip this movie!,"Bland pandering to the Chinese market with mystical martial arts and nothing explained. There's no tie in with main marvel universe that drives plot forward, just pointless cameos that amount to a shrug emoji from the other MCU heroes. Don't pay to see it if you can avoid it.",4 September 2021
jeroduptown, Marshal Arts Meets Marvel,"The mix is great for me - the artistic quality of the fighting, the marvel go-to formula and a little Awkwafina mixed in for kicks. 10 rings, dragons and family drama...",24 November 2021
TheDestroia, 1 star per ring!,"10/10An excellent story superbly told. Flourished with colour, visual spirit & awesome fight sequences.A diverse cast who each shine in their roles amongst a load of action, moments of humour, bits of drama & a tad of romance.Some of the best action scenes I have seen since Captain America & The Winter Soldier. Albeit a lot of difference between the two fighting styles they still stand out individually.Go & see this movie in Gold Class in a recliner with a snack or two. Highly recommended. Even for those that do not follow the Marvel franchise. It is worth watching for the story, action & humour.",14 September 2021
gaberh1234, Visually stunning but overrated,"The fight scenes, creature designs and set are absolutely amazing, but overall story was sort of slow. Visually stunning but yet I couldn't help but feel it's a bit overrated. It also felt less connected to the mcu than most Marvel films and the first Wong/ Abomination cameo felt very out of place.",11 September 2021
Ablischke, Yawn,This movie was horrible. Save your time & money. Marvel must have been desperate. I don't even know what they were thinking. Then you bring the guy that played Mandarin lol so sad.,14 November 2021
Slarkshark, Welcome to the Club,"A very welcomed addition to the MCU, and any Avengers to come. 'Shang-Chi' kung-fu's it's way to top tier MCU territory, especially when it comes to origin stories.Perhaps this generations 'Crouching Tiger, Hidden Dragon', both of which are visual spectacles to behold. 'Shang-Chi' is full of beautiful creatures, costumes, martial arts, and acting. Probably the best fighting in the MCU, which makes sense (though Cap and Winter Soldier fighting is my personal favourite). The real Mandarin makes his debut and does not disappoint, Tony Chiu-Wai Leung was fantastic. All the other cast members were very likable as well. A few appearances from other MCU characters, including a surprising one that somewhat redeems himself.A refreshing Marvel superhero movie in that it primarily focuses on itself, but has tons of potential to jump right in with other Marvel storylines. The MCU still holds lots of excitement for the future with characters like Shang-Chi.",6 September 2021
RogerBorg," Crouching Pander, Hidden Profit Margin","What do you get when you have no idea what you are creating beyond ""Rip off successful Cantonese Han movies, so that the Mouse can sell the product to Flu Bear""?Well, now we know. A painfully spavined production that begs Flu Bear to approve it right from the first subtitled moment with excruciatingly ""Mandarin"" performances that even a barely trained White ear can detect as being more Californian than Chongqing.Then the movie proper starts, and we're inflicted with Nora Lum, who has built her career on appropriating and exploiting Blackness. Wow. Nora Lum, in the current year.Granted, the Mandarin Empire loathes Black people even more than Nora Lum does, but it's still startling to see her not only accepted but showcased.Oh, the movie?Eh, who cares? It's all ropey CGI, overblown score, infantile plot, cringe dialogue, and a truly tragic performance by Michelle Yeo who I wish had had the integrity to turn down this opportunity.Final context: I wept three times during Crouching Tiger, Hidden Dragon: once in joy, once in sadness, once in astonishment.I wept once during this... thing... in despair. Then I bailed, hard.It's not OK to pander to Winnie the Flu. It's NOT OK.",30 November 2021
